,book_title,book_recommendation_urls
234,"Aesop's Fables, Volume 12 (Fables 276-284)","['https://librivox.org/american-indian-fairy-tales-by-william-trowbridge-larned/', 'https://librivox.org/aesops-fables-volume-3-fables-51-75/', 'https://librivox.org/aesops-fables-volume-4-fables-76-100/', 'https://librivox.org/aesops-fables-volume-5-fables-101-125/', 'https://librivox.org/aesops-fables-volume-6-fables-126-150/']"
235,"Aesop's Fables, Volume 02 (Fables 26-50)","['https://librivox.org/aesops-fables-volume-3-fables-51-75/', 'https://librivox.org/aesops-fables-volume-4-fables-76-100/', 'https://librivox.org/aesops-fables-volume-5-fables-101-125/', 'https://librivox.org/aesops-fables-volume-6-fables-126-150/', 'https://librivox.org/aesops-fables-volume-7-fables-151-175/']"
236,Owl and the Pussycat,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
237,Uncle Remus,"['https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame-2/', 'https://librivox.org/my-man-jeeves-by-p-g-wodehouse/', 'https://librivox.org/barbara-frietchie-by-john-greenleaf-whittier/', 'https://librivox.org/the-reluctant-dragon-by-kenneth-grahame/']"
238,Parenticide Club,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/heart-of-darkness-by-joseph-conrad', 'https://librivox.org/mother-goose-in-prose-by-l-frank-baum/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/']"
239,Picture of Dorian Gray,"['https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/chapters-from-my-authobiography-by-mark-twain/', 'https://librivox.org/hamlet-by-william-shakespeare/', 'https://librivox.org/twelfth-night-by-william-shakespeare/', 'https://librivox.org/the-picture-of-dorian-gray-by-oscar-wilde/']"
240,Pilgrim's Progress,"['https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-eclogues-by-publius-vergilius-maro/', 'https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/']"
241,Prince and the Pauper,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
242,Prince,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
243,Light Princess,"['https://librivox.org/jazz-fantasia-by-carl-sandburg/', 'https://librivox.org/richard-cory-by-edwin-arlington-robinson/', 'https://librivox.org/embankment-at-night-before-the-war-outcasts-by-d-h-lawrence/', 'https://librivox.org/euthyphro-by-plato/', 'https://librivox.org/the-light-princess-by-george-macdonald/']"
244,Five Little Peppers and How They Grew,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
245,Lost Princess of Oz,"['https://librivox.org/my-man-jeeves-by-p-g-wodehouse/', 'https://librivox.org/songs-of-innocence-and-experience-by-william-blake/', 'https://librivox.org/the-reluctant-dragon-by-kenneth-grahame/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/dorothy-and-the-wizard-in-oz-by-l-frank-baum/']"
246,Anne of Green Gables (version 2),"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/']"
247,Jude the Obscure,"['https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/wives-and-daughters-by-elizabeth-gaskell/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-picture-of-dorian-gray-by-oscar-wilde/', 'https://librivox.org/jude-the-obscure-by-thomas-hardy/']"
248,Byways Around San Francisco Bay,"['https://librivox.org/rasselas-prince-of-abyssinia-by-samuel-johnson/', 'https://librivox.org/good-sense-by-baron-paul-henri-thiry-dholbach/', 'https://librivox.org/elsies-girlhood-by-martha-finley/', 'https://librivox.org/the-land-of-little-rain-by-mary-hunter-austin/', 'https://librivox.org/the-adventures-of-chatterer-the-red-squirel-by-thornton-w-burgess/']"
249,Grimms' Fairy Tales,"['https://librivox.org/ranald-bannermans-boyhood-by-george-macdonald/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-junior-classics-vol-1-by-william-patten/', 'https://librivox.org/american-indian-fairy-tales-by-william-trowbridge-larned/', 'https://librivox.org/andersens-fairy-tales-by-hc-andersen/']"
250,Fanny Hill: Memoirs of a Woman of Pleasure,"['https://librivox.org/our-island-story-part-2-by-he-marshall/', 'https://librivox.org/uncle-remus-by-joel-chandler-harris/', 'https://librivox.org/the-pilgrims-progress-by-john-bunyan/', 'https://librivox.org/fanny-hill-memoirs-of-a-woman-of-pleasure-by-john-cleland/', 'https://librivox.org/the-autobiography-of-mother-jones-by-mary-harris-jones/']"
251,Autobiography of Mother Jones,"['https://librivox.org/fanny-hill-memoirs-of-a-woman-of-pleasure-by-john-cleland/', 'https://librivox.org/the-autobiography-of-mother-jones-by-mary-harris-jones/', 'https://librivox.org/the-rocket-book-by-peter-newell/', 'https://librivox.org/the-slant-book-by-peter-newell/', 'https://librivox.org/current-superstitions-by-fanny-dickerson-bergen']"
252,Fire and Ice,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/death-be-not-proud-by-john-donne/', 'https://librivox.org/a-noiseless-patient-spider-by-walt-whitman/', 'https://librivox.org/i-do-not-love-thee-by-caroline-norton/']"
253,Fishing with a Worm,"['https://librivox.org/a-christmas-carol-by-charles-dickens/', 'https://librivox.org/an-international-episode-by-henry-james/', 'https://librivox.org/call-of-the-wild-by-jack-london/', 'https://librivox.org/alices-adventures-in-wonderland-by-lewis-carroll/', 'https://librivox.org/old-christmas-by-washington-irving/', 'https://librivox.org/christmas-carol-by-sara-teasdale/', 'https://librivox.org/a-christmas-carol-by-charles-kingsley/']"
254,Five Children and It,"['https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame-2/', 'https://librivox.org/an-international-episode-by-henry-james/', 'https://librivox.org/old-christmas-by-washington-irving/', 'https://librivox.org/northanger-abbey-by-jane-austen/', 'https://librivox.org/five-children-and-it-by-e-nesbit/']"
255,"Frankenstein, or The Modern Prometheus","['https://librivox.org/heart-of-darkness-by-joseph-conrad', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/a-christmas-carol-by-charles-dickens/', 'https://librivox.org/christmas-carol-by-sara-teasdale/', 'https://librivox.org/a-christmas-carol-by-charles-kingsley/']"
256,Gods of Mars,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/']"
257,Ghost Stories of an Antiquary,"['https://librivox.org/the-secret-garden-by-frances-hodgson-burnett/', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-junior-classics-vol-1-by-william-patten/', 'https://librivox.org/secret-chambers-and-hiding-places-by-allan-fea', 'https://librivox.org/sadhana-by-rabindranath-tagore/']"
258,Give Me Liberty,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
259,Great Big Treasury of Beatrix Potter,"['https://librivox.org/aesops-fables-volume-3-fables-51-75/', 'https://librivox.org/aesops-fables-volume-4-fables-76-100/', 'https://librivox.org/aesops-fables-volume-5-fables-101-125/', 'https://librivox.org/aesops-fables-volume-6-fables-126-150/', 'https://librivox.org/aesops-fables-volume-7-fables-151-175/']"
260,From October to Brest-Litovsk,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/anne-of-the-island-by-lucy-maud-montgomery/']"
261,Mansfield Park,"['https://librivox.org/mansfield-park-by-jane-austen/', 'https://librivox.org/heidi-by-johanna-spyri-solo/', 'https://librivox.org/pride-and-prejudice-v-4-by-jane-austen/', 'https://librivox.org/just-so-stories-by-rudyard-kipling-version-2/', 'https://librivox.org/comic-history-of-england-by-bill-nye/']"
262,Four Million,"['https://librivox.org/ranald-bannermans-boyhood-by-george-macdonald/', 'https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/a-girl-of-the-limberlost-by-gene-stratton-porter/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/my-man-jeeves-by-p-g-wodehouse/']"
263,Gettysburg Address,"['https://librivox.org/american-indian-fairy-tales-by-william-trowbridge-larned/', 'https://librivox.org/aesops-fables-volume-3-fables-51-75/', 'https://librivox.org/aesops-fables-volume-4-fables-76-100/', 'https://librivox.org/aesops-fables-volume-5-fables-101-125/', 'https://librivox.org/aesops-fables-volume-6-fables-126-150/']"
264,Gettysburg Address (version 2),"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
265,Gift of the Magi,"['https://librivox.org/ranald-bannermans-boyhood-by-george-macdonald/', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/lord-jim-by-joseph-conrad', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/']"
266,Golden Goose Book,"['https://librivox.org/ranald-bannermans-boyhood-by-george-macdonald/', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/']"
267,Goop Directory,"['https://librivox.org/five-children-and-it-by-e-nesbit/', 'https://librivox.org/the-goop-directory-by-gelett-burgess/', 'https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame/', 'https://librivox.org/more-goops-and-how-not-to-be-them-by-gelett-burgess/', 'https://librivox.org/stories-from-the-faerie-queene-by-mary-macleod/']"
268,Purple Cow,"['https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/a-calendar-of-sonnets-by-helen-hunt-jackson/']"
269,Railway Bridge of the Silvery Tay,"['https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/']"
270,Raven,"['https://librivox.org/a-modest-proposal-by-jonathan-swift/', 'https://librivox.org/the-open-library-by-brewster-kahle/', 'https://librivox.org/the-raven-by-edgar-allan-poe/', 'https://librivox.org/the-secret-agent-by-joseph-conrad/', 'https://librivox.org/ulysses-by-james-joyce/']"
271,Return of the Native,"['https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/three-bears-by-w-w-denslow/', 'https://librivox.org/fairy-tales-by-the-brothers-grimm/', 'https://librivox.org/return-of-the-native-by-thomas-hardy/', 'https://librivox.org/the-velveteen-rabbit-by-margery-williams/']"
272,Rhodora,"['https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/']"
273,Rime of the Ancient Mariner,"['https://librivox.org/heart-of-darkness-by-joseph-conrad', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/a-christmas-carol-by-charles-dickens/', 'https://librivox.org/christmas-carol-by-sara-teasdale/', 'https://librivox.org/a-christmas-carol-by-charles-kingsley/']"
274,Riot Act,"['https://librivox.org/the-master-of-the-world-by-jules-verne/', 'https://librivox.org/canadas-one-hundred-days-part-on-by-john-livesay/', 'https://librivox.org/canadas-one-hundred-days-part-two-by-john-livesay/', 'https://librivox.org/in-the-year-of-jubilee-by-george-gissing/', 'https://librivox.org/canadas-hundred-days-part-three-by-john-livesay/']"
275,Road to Oz,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/heart-of-darkness-by-joseph-conrad', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/']"
276,Road,['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/']
277,Rocket Book,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame-2/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-eclogues-by-publius-vergilius-maro/']"
278,Romance of Rubber,"['https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/a-girl-of-the-limberlost-by-gene-stratton-porter/', 'https://librivox.org/cathay-by-ezra-pound/', 'https://librivox.org/our-island-story-part-2-by-he-marshall/', 'https://librivox.org/sadhana-by-rabindranath-tagore/']"
279,Secret Agent,"['https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/a-girl-of-the-limberlost-by-gene-stratton-porter/', 'https://librivox.org/cathay-by-ezra-pound/', 'https://librivox.org/childhood-english-trans-by-leo-tolstoy-translated-by-c-j-hogarth/', 'https://librivox.org/a-modest-proposal-by-jonathan-swift/']"
280,"Bible (KJV) NT 01: The Sermon On the Mount, Matthew 5-7","['https://librivox.org/the-sermon-on-the-mount-selections-from-the-king-james-bible/', 'https://librivox.org/bible-kjv-nt-03-luke/', 'https://librivox.org/book-of-matthew-web/', 'https://librivox.org/the-ballad-of-reading-gaol-by-oscar-wilde-ll/', 'https://librivox.org/the-enchiridion-by-saint-augustine/']"
281,Slant Book,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame-2/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-eclogues-by-publius-vergilius-maro/']"
282,Song My Paddle Sings,"['https://librivox.org/the-truth-about-jesus-is-he-a-myth-by-m-m-mangasarian/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/poems-every-child-should-know-edited-by-mary-e-burt/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/']"
283,Bible (ASV) 22: Song of Solomon,"['https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-eclogues-by-publius-vergilius-maro/', 'https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/call-of-the-wild-by-jack-london/']"
284,Song of Wandering Aengus,"['https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/']"
285,Spy,['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/']
286,Stolen White Elephant,"['https://librivox.org/heart-of-darkness-by-joseph-conrad', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/']"
287,Story Girl,"['https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/anne-of-avonlea-by-lucy-maud-montgomery/', 'https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery/']"
288,Story of Doctor Dolittle,"['https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/a-ballad-of-john-silver-by-john-masefield/']"
289,Strange Case of Dr. Jekyll and Mr. Hyde,"['https://librivox.org/the-canterville-ghost-by-oscar-wilde/', 'https://librivox.org/beyond-good-and-evil-by-friedrich-nietzsche/', 'https://librivox.org/secret-chambers-and-hiding-places-by-allan-fea', 'https://librivox.org/china-and-the-chinese-by-herbert-allen-giles/', 'https://librivox.org/on-liberty-by-john-stuart-mill/']"
290,Swiss Family Robinson,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame-2/']"
291,Tao Teh King,"['https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/anne-of-the-island-by-lucy-maud-montgomery/', 'https://librivox.org/if-by-rudyard-kipling/']"
292,Hand that Rocks the Cradle is the Hand that Rules the World,"['https://librivox.org/barbara-frietchie-by-john-greenleaf-whittier/', 'https://librivox.org/o-canada/', 'https://librivox.org/the-hand-that-rocks-the-cradle-by-william-ross-wallace/', 'https://librivox.org/anthem-for-doomed-youth-by-wilfred-owen/', 'https://librivox.org/fundamental-principles-of-the-metaphysic-of-morals-by-immanuel-kant/']"
293,Happy Prince and Other Tales,"['https://librivox.org/a-christmas-carol-by-charles-dickens/', 'https://librivox.org/an-international-episode-by-henry-james/', 'https://librivox.org/call-of-the-wild-by-jack-london/', 'https://librivox.org/alices-adventures-in-wonderland-by-lewis-carroll/', 'https://librivox.org/old-christmas-by-washington-irving/', 'https://librivox.org/christmas-carol-by-sara-teasdale/', 'https://librivox.org/a-christmas-carol-by-charles-kingsley/']"
294,History of the Peloponnesian War,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
295,Hunting of the Snark,"['https://librivox.org/a-connecticut-yankee-in-king-arthurs-court-by-mark-twain/', 'https://librivox.org/death-be-not-proud-by-john-donne/', 'https://librivox.org/spirits-in-bondage-by-cs-lewis/', 'https://librivox.org/ecclesiastes-asv-book-21-of-the-holy-scriptures/', 'https://librivox.org/the-rocket-book-by-peter-newell/']"
296,Innocence of Father Brown,"['https://librivox.org/poems-of-gerard-manley-hopkins/', 'https://librivox.org/the-man-who-knew-too-much-by-g-k-chesterton/', 'https://librivox.org/the-innocence-of-father-brown-by-g-k-chesterton/', 'https://librivox.org/the-wisdom-of-father-brown-by-g-k-chesterton/', 'https://librivox.org/the-big-bow-mystery-by-israel-zangwill/']"
297,Innocents Abroad,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/']"
298,Invisible Man,"['https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/lord-jim-by-joseph-conrad', 'https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery/', 'https://librivox.org/beowulf/', 'https://librivox.org/a-journey-to-the-interior-of-the-earth-by-jules-verne/']"
299,King in Yellow (part 1),"['https://librivox.org/the-secret-garden-by-frances-hodgson-burnett/', 'https://librivox.org/mother-goose-in-prose-by-l-frank-baum/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/wives-and-daughters-by-elizabeth-gaskell/']"
300,Legend of Sleepy Hollow,"['https://librivox.org/american-indian-fairy-tales-by-william-trowbridge-larned/', 'https://librivox.org/aesops-fables-volume-3-fables-51-75/', 'https://librivox.org/aesops-fables-volume-4-fables-76-100/', 'https://librivox.org/aesops-fables-volume-5-fables-101-125/', 'https://librivox.org/aesops-fables-volume-6-fables-126-150/']"
301,Chronicles of Canada Volume 03 - Founder of New France: A Chronicle of Champlain,"['https://librivox.org/the-founder-of-new-france-a-chronicle-of-champlain/', 'https://librivox.org/the-seigneurs-of-old-canada-a-chronicle-of-new-world-feudalism/', 'https://librivox.org/the-scarlet-letter-by-nathaniel-hawthorne/', 'https://librivox.org/the-acadian-exiles-a-chronicle-of-the-land-of-evangeline/', 'https://librivox.org/chronicles-of-canada-volume-10-a-chronicle-of-montcalm/']"
302,Ivanhoe,"['https://librivox.org/ivanhoe-by-sir-walter-scott/', 'https://librivox.org/the-sea-hawk-by-rafael-sabatini/', 'https://librivox.org/the-wheels-of-chance-by-h-g-wells/', 'https://librivox.org/pamela-by-samuel-richardson/', 'https://librivox.org/the-woman-in-the-alcove-by-anna-katharine-green/']"
303,Turn of the Screw,"['https://librivox.org/country-of-the-pointed-firs-by-sarah-orne-jewett/', 'https://librivox.org/songs-of-innocence-and-experience-by-william-blake/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/love-conquers-all-by-robert-benchley/', 'https://librivox.org/silas-marner-by-george-eliot/']"
304,Velveteen Rabbit,"['https://librivox.org/a-calendar-of-sonnets-by-helen-hunt-jackson/', 'https://librivox.org/a-christmas-carol-by-charles-dickens/', 'https://librivox.org/an-international-episode-by-henry-james/', 'https://librivox.org/call-of-the-wild-by-jack-london/', 'https://librivox.org/alices-adventures-in-wonderland-by-lewis-carroll/', 'https://librivox.org/christmas-carol-by-sara-teasdale/', 'https://librivox.org/a-christmas-carol-by-charles-kingsley/']"
305,Velveteen Rabbit (version 2),"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
306,Vicar of Wakefield,"['https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/anne-of-the-island-by-lucy-maud-montgomery/']"
307,Village Blacksmith,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
308,War of the Worlds,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame-2/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/']"
309,Warden,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
310,Waste Land,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
311,Wind in the Willows (version 2),"['https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame-2/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/my-man-jeeves-by-p-g-wodehouse/']"
